,image_path,label
6789,dataset\raw-img\elephant\e834b60f29f5003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,5
6790,dataset\raw-img\cow\OIP-JFV720kZh7z3fTOn-iJEygHaEQ.jpeg,3
6791,dataset\raw-img\dog\OIP-sn2iT643bmvyhqVqtlmdngHaFj.jpeg,4
6792,dataset\raw-img\horse\OIP-73ZZvGxS11cK4APQzWyhKAHaFj.jpeg,6
6793,dataset\raw-img\elephant\OIP-pGxbL1ssACEttXa8adO19wHaFj.jpeg,5
6794,dataset\raw-img\dog\OIP-B9OrXbuxePptMVEIxIkCMAHaLS.jpeg,4
6795,dataset\raw-img\cow\OIP-mw5--JB3GLZHcrO9KNOltAHaC8.jpeg,3
6796,dataset\raw-img\spider\OIP-GiXm07UIyCmfMC7lsBYABAHaFk.jpeg,8
6797,dataset\raw-img\spider\eb33b7092ff0073ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb3b9_640.jpg,8
6798,dataset\raw-img\cow\OIP-GKh-o2SBntFKr35yiRGy9AHaE8.jpeg,3
6799,dataset\raw-img\spider\OIP-2d-brJXNQDCgdleqn06VbAHaGG.jpeg,8
6800,dataset\raw-img\butterfly\OIP-aziaWfW-djV1zXZ8B7T-CQHaFj.jpeg,0
6801,dataset\raw-img\dog\OIP-6xJuxjCceQrjsmjvE9k6lwHaF7.jpeg,4
6802,dataset\raw-img\dog\OIP-ol75kxXWenGghPbLnKsvgAHaFj.jpeg,4
6803,dataset\raw-img\cat\638.jpeg,1
6804,dataset\raw-img\sheep\OIP-FGLWcqEP42fyddjSICvntwHaEK.jpeg,7
6805,dataset\raw-img\butterfly\OIP-eq7LzPLESsGVSQ38Dz-VHwHaE7.jpeg,0
6806,dataset\raw-img\butterfly\OIP-n3JENbEtXzFKsaGjS1JbKAHaFz.jpeg,0
6807,dataset\raw-img\cow\OIP-AM48jPjaH80XeURJqNH0WQHaFj.jpeg,3
6808,dataset\raw-img\squirrel\OIP-0IyWQ1PjC5O_mACIlSEiBwHaLG.jpeg,9
6809,dataset\raw-img\sheep\OIP-k2Nvswgyen7GBlzU_ZcPngHaH4.jpeg,7
6810,dataset\raw-img\spider\ea36b20f2ff7023ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5edb3bd_640.jpg,8
6811,dataset\raw-img\spider\OIP-DHp2ZTjWKXNnHXrl0Xpv2gHaLE.jpeg,8
6812,dataset\raw-img\cat\ea34b00f2ff5003ed1584d05fb1d4e9fe777ead218ac104497f5c978a7ebb0bb_640.jpg,1
6813,dataset\raw-img\butterfly\OIP-RzpKPUPR4zciSV7KcVnvfgHaFh.jpeg,0
6814,dataset\raw-img\spider\OIP-6s6qb-oydr7xSD9RlPzqAQHaE9.jpeg,8
6815,dataset\raw-img\spider\OIP-KmnIFUH09LrEmodg7lrDhAHaI4.jpeg,8
6816,dataset\raw-img\horse\OIP-sZZLWpFtgLBoxgd5k15l1wHaE5.jpeg,6
6817,dataset\raw-img\elephant\ea35b20e29f5043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,5
6818,dataset\raw-img\dog\OIP-49oAJTN3O0nLWee7ODHETAHaFj.jpeg,4
6819,dataset\raw-img\dog\OIP-PRw27Eaf3lpH6qbujFCjswHaLJ.jpeg,4
6820,dataset\raw-img\dog\OIP-bAIUhxSxnUmpK15f2xhoRAHaHF.jpeg,4
6821,dataset\raw-img\sheep\eb34b5072df4043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,7
6822,dataset\raw-img\horse\OIP-FHvuKj2jA6FRqGavt7uypQHaFe.jpeg,6
6823,dataset\raw-img\chicken\OIP-9cIgEdWOkPF4GiF0RfdV2gEsDh.jpeg,2
6824,dataset\raw-img\elephant\OIP-QVwa8tKG8qgsVYIXK2yLzQHaE8.jpeg,5
6825,dataset\raw-img\sheep\OIP-18IYkwifzebiRmOOQl9q8wHaE8.jpeg,7
6826,dataset\raw-img\elephant\eb31b40e2ffc033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,5
6827,dataset\raw-img\dog\OIP-QhCi1yuVw9s7IE66TEfzzAHaFU.jpeg,4
6828,dataset\raw-img\spider\OIP-b8aTdtvy7pzVCalvAMfY_QAAAA.jpeg,8
6829,dataset\raw-img\dog\OIP-mMjQwg5UM6h9osUsb0WrfAHaFj.jpeg,4
6830,dataset\raw-img\dog\OIP-6S61CA7kzct9aFcc2VHjOwHaFj.jpeg,4
6831,dataset\raw-img\butterfly\ea36b60b20fc063ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,0
6832,dataset\raw-img\horse\OIP-5JUBs7yHcOENjnXLitO-dAHaE6.jpeg,6
6833,dataset\raw-img\elephant\OIP-AFNmTN_C0pIy3PFlvnrdmgHaE8.jpeg,5
6834,dataset\raw-img\cow\OIP-jFH6wZH5Wyq1gia8pv4fEQHaFL.jpeg,3
6835,dataset\raw-img\chicken\OIP-Q5xqk0Kyl42a4tRLKxM0sAHaHa.jpeg,2
6836,dataset\raw-img\chicken\OIP--8UYtBETwRzYg3sYiJqJeAAAAA.jpeg,2
6837,dataset\raw-img\elephant\OIP-jJDO330zT2MtAmfrbSecRgHaFj.jpeg,5
6838,dataset\raw-img\dog\OIP-jbpreTVU6Kwrl-8QYrx9NgHaE7.jpeg,4
6839,dataset\raw-img\dog\OIP-fypwgb7cT_8MCvVNxpQ7kwHaE8.jpeg,4
6840,dataset\raw-img\butterfly\OIP-Pr9M1sKCPIO0NohUZVXq9wHaHa.jpeg,0
6841,dataset\raw-img\sheep\e833b80b2ff5053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,7
6842,dataset\raw-img\cow\OIP-dNJgK5IB3FoNiJREMn16rQHaE8.jpeg,3
6843,dataset\raw-img\spider\OIP-6pZ2m6EpkiX7I35ta7oQNQHaE7.jpeg,8
6844,dataset\raw-img\horse\OIP-6A_LYLWlGCRzf649kRaOdgHaFj.jpeg,6
6845,dataset\raw-img\chicken\OIP-b7vdqQTfKCEHZE1PfGL_IwHaE6.jpeg,2
6846,dataset\raw-img\sheep\OIP-paGwrXmyq7gQnbpZ01Rx5QHaFj.jpeg,7
6847,dataset\raw-img\spider\OIP-goODL4wxySDT3d_iZ2_BgQHaFL.jpeg,8
6848,dataset\raw-img\butterfly\OIP-S1IKR8DcyGtTO41O8k1tFQHaFP.jpeg,0
6849,dataset\raw-img\spider\OIP-jhLqiCRao7jFFhy0hq7x3gHaE7.jpeg,8
6850,dataset\raw-img\butterfly\OIP-IfAdxRqGaUtTh4NZXb-b3QHaFj.jpeg,0
6851,dataset\raw-img\butterfly\ea37b30b2af4073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,0
6852,dataset\raw-img\spider\OIP-iCML4Zn9AEBRrLH5bIe4-gHaLH.jpeg,8
6853,dataset\raw-img\cat\e83cb5072dfc1c22d2524518b7444f92e37fe5d404b0144390f8c079a2efb1_640.jpg,1
6854,dataset\raw-img\dog\OIP-5xxNvAmcxXGSwbRn105DzgHaE8.jpeg,4
6855,dataset\raw-img\chicken\550.jpeg,2
6856,dataset\raw-img\dog\OIP-cqSA2Vq0adN_c5DWx7h7KQHaEZ.jpeg,4
6857,dataset\raw-img\spider\ea35b00d2cf7043ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5edb3bd_640.jpg,8
6858,dataset\raw-img\horse\OIP-bsmUBXalckdL_xxBu-OezAHaFj.jpeg,6
6859,dataset\raw-img\dog\OIP-9_84tulKUlkQVYRzFxRVkAHaHa.jpeg,4
6860,dataset\raw-img\dog\OIP-HaffzFL5bhlO95MJmm2PpQHaE8.jpeg,4
6861,dataset\raw-img\cat\243.jpeg,1
6862,dataset\raw-img\spider\OIP-EGAVUqFTkSOSMYHDJBKfOAHaGw.jpeg,8
6863,dataset\raw-img\chicken\1021.jpeg,2
6864,dataset\raw-img\spider\OIP-bZ9eNurUNf8rvXiGSHIHJAHaE6.jpeg,8
6865,dataset\raw-img\cow\OIP-jge_w0fgBQsaJ2N2vygoowHaEr.jpeg,3
6866,dataset\raw-img\cat\1307.jpeg,1
6867,dataset\raw-img\chicken\64.jpeg,2
6868,dataset\raw-img\cow\OIP-hcLyUUJi_4ABa8fBCANF9AHaFQ.jpeg,3
6869,dataset\raw-img\dog\OIP-8uLzvPvLAY0JI-6XdgLnKQHaFj.jpeg,4
6870,dataset\raw-img\squirrel\OIP-BrJkUAdqLP2t40LtVT8MnQHaEo.jpeg,9
6871,dataset\raw-img\cow\OIP-0ldBTWg_nbEWBFlj0QivFAAAAA.jpeg,3
6872,dataset\raw-img\horse\OIP-5aas-kPf_Fl2k3sSFKurkwHaGe.jpeg,6
6873,dataset\raw-img\horse\OIP-E8xJ0nVzt0S35S9k_9vIeAHaHa.jpeg,6
6874,dataset\raw-img\dog\OIP-5XkPrWjINGsZev91KYyh-gHaJ3.jpeg,4
6875,dataset\raw-img\dog\OIP-q0ZdEmGhr8hLzno4njJ2rQHaFj.jpeg,4
6876,dataset\raw-img\elephant\OIP-BUOXoMvBAs-hE8b739X0DwHaEm.jpeg,5
6877,dataset\raw-img\dog\OIP-c3Y0SFoq4Cjh09fHL1NBTwHaIu.jpeg,4
6878,dataset\raw-img\spider\OIP-n-bMs1JUDw97kX_3knb5rgHaFv.jpeg,8
6879,dataset\raw-img\chicken\OIP-kPqIK5PFWXVf1px9XME7RgHaFj.jpeg,2
6880,dataset\raw-img\spider\OIP-nTMi-G5vbB8CpudMCglgQQHaE8.jpeg,8
6881,dataset\raw-img\horse\OIP-N413ME6mAl4K8kulNOIc1wHaFc.jpeg,6
6882,dataset\raw-img\butterfly\OIP-Ev-vkhf2il1m4GpqHykG4QAAAA.jpeg,0
6883,dataset\raw-img\squirrel\OIP-DTDGZ7MtUMUDm0oLGmlLDgHaFj.jpeg,9
6884,dataset\raw-img\squirrel\OIP--9CxJkCleiNXywWpQhEUDAHaE7.jpeg,9
6885,dataset\raw-img\elephant\OIP-JNkikyFQwFFo1b0zZ8m_xwHaHE.jpeg,5
6886,dataset\raw-img\cow\OIP-Ph_9hjr2SN2na5MA9ZmGuAHaE7.jpeg,3
6887,dataset\raw-img\butterfly\OIP-KDttBIhyICOiL7V-cmzJLgHaE8.jpeg,0
6888,dataset\raw-img\cow\OIP-HFA6eTnvxkZ0XshXSA02LwHaFI.jpeg,3
6889,dataset\raw-img\sheep\OIP-Gula4XuRSI8RoIxUOjMjUQHaFg.jpeg,7
6890,dataset\raw-img\dog\OIP-54-XMrTbroJ00fwu3f5ocwHaFj.jpeg,4
6891,dataset\raw-img\horse\OIP-lZf1VVDlB3HAaTf02pTTVQHaE8.jpeg,6
6892,dataset\raw-img\elephant\eb34b10721f2083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,5
6893,dataset\raw-img\sheep\OIP-eZVpUlbZeqgn06h36y0nggHaFj.jpeg,7
6894,dataset\raw-img\chicken\OIP-FMCP7DssP9exNL_KhVkQ_QHaFj.jpeg,2
6895,dataset\raw-img\chicken\OIP-noNQL05QwQ9Dqg_3k_m_uQHaE7.jpeg,2
6896,dataset\raw-img\butterfly\OIP-0OjVBP86YhIZHiJfb4SQ5AAAAA.jpeg,0
6897,dataset\raw-img\spider\OIP-qF7QR-XEYpc7gWz2Go7BhAAAAA.jpeg,8
6898,dataset\raw-img\horse\OIP-41KfRBzs5_FGHFl9t-fYzAHaEp.jpeg,6
6899,dataset\raw-img\butterfly\OIP-ENKKdos7v8Zo3bL0DzziiAHaGH.jpeg,0
6900,dataset\raw-img\squirrel\OIP-ekT49G0cW_Ywn5aO_848awHaFb.jpeg,9
6901,dataset\raw-img\dog\OIP-da2IUblAzYw8HISzkMS7xQHaFc.jpeg,4
6902,dataset\raw-img\cat\1736.jpeg,1
6903,dataset\raw-img\spider\OIP-GegDQe6WY2V8TRLSF301_gHaIz.jpeg,8
6904,dataset\raw-img\spider\OIP-mVKlWjlVy0zurh0oCz1IyAHaH_.jpeg,8
6905,dataset\raw-img\dog\OIP-TqzwRyRqcawaLSBdGHVUngHaGP.jpeg,4
6906,dataset\raw-img\squirrel\OIP-FJnr2QTybT-4RiU4rT6UNQHaGN.jpeg,9
6907,dataset\raw-img\cat\539.jpeg,1
6908,dataset\raw-img\chicken\OIP-mFJl_jDQs5O8kxcsKIB0GAHaFj.jpeg,2
6909,dataset\raw-img\spider\OIP-BAK8vy0TIJ8OHwFMSu4IsAHaFo.jpeg,8
6910,dataset\raw-img\cow\OIP-L1e7HXVh6-1cO_c-21ifegHaHa.jpeg,3
6911,dataset\raw-img\butterfly\OIP-7pqAC_NdbLGcXolQbA7OuQHaE5.jpeg,0
6912,dataset\raw-img\spider\OIP--MJtxAyJ4vShQJpOmC8ssAHaG_.jpeg,8
6913,dataset\raw-img\cat\892.jpeg,1
6914,dataset\raw-img\butterfly\OIP-QME_JGB5p1WH8PdofdTTOgHaEz.jpeg,0
6915,dataset\raw-img\cow\OIP-lQ0p5UBy8YmVmXdriSA70QHaFR.jpeg,3
6916,dataset\raw-img\spider\OIP-Mj_JhYslbL_Xbj5lBBziagHaFb.jpeg,8
6917,dataset\raw-img\cow\OIP-fBSWAhQajcG7tqDbKs0JnQHaFF.jpeg,3
6918,dataset\raw-img\chicken\1125.jpeg,2
6919,dataset\raw-img\spider\OIP-DGy59yjiRVFMsibGB4ymRAHaG1.jpeg,8
6920,dataset\raw-img\sheep\OIP--_5hNO_E8xJSI0QojkjMUAHaHZ.jpeg,7
6921,dataset\raw-img\elephant\OIP-AHAXEwCDTzMRQ7FdZOjM9wHaFj.jpeg,5
6922,dataset\raw-img\dog\OIP-5tnPefEWAASJRQrG3RNRVwHaDt.jpeg,4
6923,dataset\raw-img\elephant\e831b4082cf1003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,5
6924,dataset\raw-img\dog\OIP-5LYH19iFOx-tz_IevPb3DgHaLK.jpeg,4
6925,dataset\raw-img\cow\OIP-9sFaUuWQiUuXxaaar1-47wHaE4.jpeg,3
6926,dataset\raw-img\spider\OIP-5ebcgEviujB-5G6_gBlH8wHaGQ.jpeg,8
6927,dataset\raw-img\spider\OIP-GAAAdH_8KXKcWFVGEu4-UQHaFU.jpeg,8
6928,dataset\raw-img\dog\OIP-Tu2Bc-41Z4Yv9KbGitZW_QHaIB.jpeg,4
6929,dataset\raw-img\squirrel\OIP-jYRf66ZldFe3rUi7nf3Q5QHaFj.jpeg,9
6930,dataset\raw-img\butterfly\OIP-mpZBWw8WexyIXvUTYxRk2QAAAA.jpeg,0
6931,dataset\raw-img\cow\OIP-ozHNch6cvvdRY3UECPTukgHaFj.jpeg,3
6932,dataset\raw-img\dog\OIP-NJxSxNlfH0bByNqcqt02LAHaHa.jpeg,4
6933,dataset\raw-img\butterfly\ef3db70e29f31c22d2524518b7444f92e37fe5d404b0144390f8c770a2e9b5_640.jpg,0
6934,dataset\raw-img\dog\OIP-fRpebJPenN7k2pEfj_Pk_QAAAA.jpeg,4
6935,dataset\raw-img\squirrel\OIP-8TrJl4vXLZtMzy-pCo6M-gHaFj.jpeg,9
6936,dataset\raw-img\dog\OIP-3HSk3vWZ01xuSTnkprd2XwHaJ4.jpeg,4
6937,dataset\raw-img\spider\OIP-29jSmDQX2fxefXBrQSXeIgHaE7.jpeg,8
6938,dataset\raw-img\horse\OIP-b3VK6umYJCrEiJYXf0kI1QHaFb.jpeg,6
6939,dataset\raw-img\horse\OIP-AbJoeyW_UBxJdNdfJwv40AHaE8.jpeg,6
6940,dataset\raw-img\dog\OIP-Ab97v-nnhG6AXLw1cAMgkQHaHa.jpeg,4
6941,dataset\raw-img\cat\545.jpeg,1
6942,dataset\raw-img\cat\1376.jpeg,1
6943,dataset\raw-img\dog\OIP-Bx4UckeJFNlgkNd2lXnOegHaHa.jpeg,4
6944,dataset\raw-img\horse\OIP-crnZt8pTnAyJ1tppPZTwNgHaFW.jpeg,6
6945,dataset\raw-img\spider\OIP-MYY_8k5AHqMJwTCNXfH6rwHaFj.jpeg,8
6946,dataset\raw-img\dog\OIP-LTIEgRV5RuloawmSOcGY6QHaEo.jpeg,4
6947,dataset\raw-img\horse\OIP-4Q_zWR5btDSQTbDTQatS3gHaEc.jpeg,6
6948,dataset\raw-img\horse\OIP-cLMYgn7oJ743MnylsnqhbwAAAA.jpeg,6
6949,dataset\raw-img\cat\ea34b00d2ef4053ed1584d05fb1d4e9fe777ead218ac104497f5c978a7ebb0bb_640.jpg,1
6950,dataset\raw-img\spider\OIP-o3aU5MTAzdrnHkJhnOc8jAHaLO.jpeg,8
6951,dataset\raw-img\chicken\OIP-8-1tsGyFn5ESzDYvPfjBUAHaGJ.jpeg,2
6952,dataset\raw-img\spider\OIP-pKEenEJDmN2kUZAMEDf0PgHaFL.jpeg,8
6953,dataset\raw-img\elephant\eb35b80a2ff3033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,5
6954,dataset\raw-img\squirrel\OIP-L-tMcrMbKntihQPBLhXsuAHaFc.jpeg,9
6955,dataset\raw-img\horse\OIP-8ZodoTpKXyc7PAchnpehpwAAAA.jpeg,6
6956,dataset\raw-img\dog\OIP-So8q1Rxxc6Md6Gfn_oqgugHaJ4.jpeg,4
6957,dataset\raw-img\dog\OIP-nWJDT67buO_L4bIvIkxXtAHaJ4.jpeg,4
6958,dataset\raw-img\cow\OIP-4pm41I0AQFzxtQyccf31uwAAAA.jpeg,3
6959,dataset\raw-img\dog\OIP-HZ5wX1TVaXpCAx6AbSfdFwHaEK.jpeg,4
6960,dataset\raw-img\chicken\OIP-J31uzi6nCTSeUcWEHtZXjwHaFj.jpeg,2
6961,dataset\raw-img\spider\OIP-JsfaijBKBfgZ-fFsx9CWewEcDb.jpeg,8
6962,dataset\raw-img\cat\1814.jpeg,1
6963,dataset\raw-img\horse\OIP-NHalG0PL4f_1o9j_Wmr2rAHaFk.jpeg,6
6964,dataset\raw-img\dog\OIP-P91O2PA45yMI-6NAyBiSsQAAAA.jpeg,4
6965,dataset\raw-img\spider\OIP-sWyDfd3I39eDd9mJr7WFOQHaE8.jpeg,8
6966,dataset\raw-img\chicken\OIP-2wnVq-Ixoj_sN-LedIOpowHaIX.jpeg,2
6967,dataset\raw-img\cat\510.jpeg,1
6968,dataset\raw-img\dog\OIP-7UPTRs5rNYI1iObpVIlt5AHaH6.jpeg,4
6969,dataset\raw-img\chicken\OIP-lO91Ox2sI--q61mLjbxFJgHaF6.jpeg,2
6970,dataset\raw-img\chicken\OIP-IAjGYLFx1rP_qTLj3yP8zwHaFj.jpeg,2
6971,dataset\raw-img\dog\OIP-OVhqUrhhhJK8uN6zZp0ISQHaD-.jpeg,4
6972,dataset\raw-img\squirrel\OIP-1SVdvhAO-68BYuw0hj-3kAAAAA.jpeg,9
6973,dataset\raw-img\chicken\OIP-oI7AJf0BJMH7kOrEL9zShQHaFL.jpeg,2
6974,dataset\raw-img\butterfly\OIP-noru3wpMIHMFn33ew69mHwAAAA.jpeg,0
6975,dataset\raw-img\cat\1606.jpeg,1
6976,dataset\raw-img\chicken\OIP-JIi6TCy3JHGS2kKEe9_3AAHaFM.jpeg,2
6977,dataset\raw-img\spider\OIP-QQqnj-hQZ6D30LYIKFsoBQHaFu.jpeg,8
6978,dataset\raw-img\cow\OIP-gJ9NXcas_7cT8UeSQf2zFAHaE8.jpeg,3
6979,dataset\raw-img\dog\OIP-PccK4IsQWfgehq-hLOqx5AAAAA.jpeg,4
6980,dataset\raw-img\sheep\OIP-S6aMYwuMSyCg1jRwFmyezwHaFj.jpeg,7
6981,dataset\raw-img\dog\OIP-lDbNlDMUxG55z7SocbFgrgHaGZ.jpeg,4
6982,dataset\raw-img\chicken\864.jpeg,2
6983,dataset\raw-img\dog\OIP-iy8-xu1CxQpcWnMjEVdm0gHaHK.jpeg,4
6984,dataset\raw-img\cat\1931.jpeg,1
6985,dataset\raw-img\spider\OIP-6DjAFJVZpw6iOcnJ-303IwHaJ4.jpeg,8
6986,dataset\raw-img\dog\OIP-qKOkjAdlBeeu4dliynFNBQHaGN.jpeg,4
6987,dataset\raw-img\sheep\OIP-fyesUDOUDR8O9ErggxDQ-QHaFj.jpeg,7
6988,dataset\raw-img\chicken\OIP-lMxbI3G_bCY9MrajzHz_HwHaFj.jpeg,2
6989,dataset\raw-img\horse\OIP-0qenfxqTxNHz917JjqgwvgHaHa.jpeg,6
6990,dataset\raw-img\spider\OIP-JRIyviphi44c8n0rh1sggwHaGS.jpeg,8
6991,dataset\raw-img\chicken\OIP-Qt1QA5Ih4M8nSQ1oWbycTgHaEX.jpeg,2
6992,dataset\raw-img\dog\OIP-iwKcwImdo5eFptZYfzWzGgHaFj.jpeg,4
6993,dataset\raw-img\dog\OIP-LTENxIkXD-3Xg-gvgFJWMgHaE8.jpeg,4
6994,dataset\raw-img\dog\OIP-g3oaMcOIQRX_0mEcMy4e7AHaE7.jpeg,4
6995,dataset\raw-img\elephant\ea35b70f2df6073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,5
6996,dataset\raw-img\horse\OIP-cAs1HzV1pBvBtvFU94vlsgHaFg.jpeg,6
6997,dataset\raw-img\squirrel\OIP-8o4G6tG5NMTZjNbarVVeNQAAAA.jpeg,9
6998,dataset\raw-img\spider\OIP-kYEJMe7KJZXVe1dnHRoUpwAAAA.jpeg,8
6999,dataset\raw-img\spider\OIP-ns0HOIayCKv0T_gnTgxVbwHaMl.jpeg,8
7000,dataset\raw-img\horse\OIP-pI0aXZLm4bTTCN0BEur3TQHaFb.jpeg,6
7001,dataset\raw-img\spider\OIP-J0P8kCuS7npcx5AcYjtZwAHaFj.jpeg,8
7002,dataset\raw-img\dog\OIP-5JLTvmO6yA8LFHpSmb0lhQHaJ4.jpeg,4
7003,dataset\raw-img\spider\OIP-bhm8bMH49-5otcokEP3mJQHaGO.jpeg,8
7004,dataset\raw-img\cat\e833b40d20f6033ed1584d05fb1d4e9fe777ead218ac104497f5c978a7eebdbb_640.jpg,1
7005,dataset\raw-img\sheep\OIP-qxeQFZTOooIdk-uLkvGLhQHaF0.jpeg,7
7006,dataset\raw-img\cow\OIP-GPfV2Z5_ZLKHq8NBBzy_yQHaFj.jpeg,3
7007,dataset\raw-img\cow\OIP-1WYuq2Nn0ZkS-DptHGSpqQHaEh.jpeg,3
7008,dataset\raw-img\dog\OIP-3pVqbgbHLZRWQqy755AO5ACoEs.jpeg,4
7009,dataset\raw-img\sheep\eb37b80d20f4033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,7
7010,dataset\raw-img\spider\e832b10c21fd003ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb5b1_640.jpg,8
7011,dataset\raw-img\dog\OIP-pDJ9LNgmeCGZ3ATpFC0HbQHaJ3.jpeg,4
7012,dataset\raw-img\sheep\OIP-pWn65vNB-XVOO-J_1tS1ZwHaDz.jpeg,7
7013,dataset\raw-img\elephant\OIP-IPGLIq2oR5hMK7O8EOx1qQHaE7.jpeg,5
7014,dataset\raw-img\sheep\OIP-MjJHv0syVRTPxAxjl-1vkAHaE1.jpeg,7
7015,dataset\raw-img\chicken\OIP-GSroIulj3pLzl82aObNA_gHaHa.jpeg,2
7016,dataset\raw-img\elephant\OIP-7cywJo2LJiG4ZOQciZ1DPQHaEK.jpeg,5
7017,dataset\raw-img\squirrel\OIP-dUia4RSBT4_jfiVnisiaggHaG0.jpeg,9
7018,dataset\raw-img\dog\OIP-3pHT-ZJRUwgU53qdvAlfcgHaE8.jpeg,4
7019,dataset\raw-img\cow\OIP-olx7odZgrOxtGxhhyzkkigHaD1.jpeg,3
7020,dataset\raw-img\spider\OIP-g7pLEYp8WdZvjMsWcaAriQAAAA.jpeg,8
7021,dataset\raw-img\dog\OIP-RpyTLN9VWjDXLEeT0__GLAHaI_.jpeg,4
7022,dataset\raw-img\chicken\OIP-e0OfFWsXUlqElDCiRYfnwwHaE8.jpeg,2
7023,dataset\raw-img\spider\OIP-RxjIlEcFGjtgAktQl7oN2AHaFj.jpeg,8
7024,dataset\raw-img\elephant\OIP-k4hZS1dQunJBNkeVSpF3QAHaEM.jpeg,5
7025,dataset\raw-img\spider\OIP-JVMGWltcxS2K45CSV-hwEwHaHN.jpeg,8
7026,dataset\raw-img\squirrel\OIP-N9fQn5QUnHLx8noit-01kwHaEA.jpeg,9
7027,dataset\raw-img\cat\1811.jpeg,1
7028,dataset\raw-img\chicken\OIP-PiBQWmR69fNWIB77g_fkUgHaFj.jpeg,2
7029,dataset\raw-img\dog\OIP-Eaz91wYmK1Q07sDTQUJudQEsEW.jpeg,4
7030,dataset\raw-img\dog\OIP-QscqAhqGF6X5L1Dro8LH-gHaD0.jpeg,4
7031,dataset\raw-img\butterfly\OIP-frwyWl_gkE2We8HPap-8-AHaE7.jpeg,0
7032,dataset\raw-img\horse\OIP-L6UIv0e51argn0K2HslqXQHaLG.jpeg,6
7033,dataset\raw-img\horse\OIP-GjfiXTI4yQMXD99EjiDVLgHaEG.jpeg,6
7034,dataset\raw-img\dog\OIP-tYYHNtfEzdyMNboNmYeD3wHaD4.jpeg,4
7035,dataset\raw-img\cow\OIP-dGP-oNaM8aFkSYdl7SNSMwHaEK.jpeg,3
7036,dataset\raw-img\horse\OIP-sIu3MVSD-Tb3t8shsluliQHaFj.jpeg,6
7037,dataset\raw-img\butterfly\OIP-cvjGNloWjyYKKpCK-fXVzQAAAA.jpeg,0
7038,dataset\raw-img\squirrel\OIP-jg6xhFNjfPkgxYxKDbvgvwHaE7.jpeg,9
7039,dataset\raw-img\spider\OIP-BOR0yMcyIHh6jJ_rRO-JtwAAAA.jpeg,8
7040,dataset\raw-img\dog\OIP-4iQ-wix4e-Pv6La8fh8vagHaFj.jpeg,4
7041,dataset\raw-img\chicken\OIP-LanJ_Ae2l2ziZ7DjKSi0OAHaFj.jpeg,2
7042,dataset\raw-img\sheep\eb37b80d2ff0083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,7
7043,dataset\raw-img\butterfly\OIP-M5_yf0X_5p4ewbjrJ4ywuAHaFg.jpeg,0
7044,dataset\raw-img\spider\OIP-pdPboJXoa5dfnl9prfiQ6wHaFj.jpeg,8
7045,dataset\raw-img\cow\OIP-rLmXVnErpAn3aeQGjECe4QHaFk.jpeg,3
7046,dataset\raw-img\dog\OIP-bFX0On-ETANp6Gv1Ak_FAAHaHa.jpeg,4
7047,dataset\raw-img\elephant\OIP-j43oxEMoU6MBIeOnK6hbDQHaFj.jpeg,5
7048,dataset\raw-img\cat\1235.jpeg,1
7049,dataset\raw-img\spider\OIP-COX41Ndj_8ixx48cI-RRqwHaJ4.jpeg,8
7050,dataset\raw-img\cow\OIP-AoUiBTaYTdK7SWrS6-ouxwHaFh.jpeg,3
7051,dataset\raw-img\dog\OIP-kJWRVihktneH_MnQAfqGPgHaG_.jpeg,4
7052,dataset\raw-img\cat\405.jpeg,1
7053,dataset\raw-img\chicken\OIP-o75gJTgvB0H6GbfIgnveqgAAAA.jpeg,2
7054,dataset\raw-img\cow\OIP-QLNLjaCL0tdJJ4UfzjOEEwHaFj.jpeg,3
7055,dataset\raw-img\cow\OIP--UOJAN2pz2xFnWr6WeugWwHaDa.jpeg,3
7056,dataset\raw-img\dog\OIP-GTozrimbElTOWGIsPyN2ggHaFD.jpeg,4
7057,dataset\raw-img\horse\OIP-gWVNnwo-Eea7wKEsM7o7kgHaHn.jpeg,6
7058,dataset\raw-img\spider\eb32b20c2dfc083ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb5b1_640.jpg,8
